City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
347,Caravelas,BR,-17.7125,-39.2481,74.23,78,5,7.81,clear sky
348,Araouane,ML,18.9048,-3.5265,99.19,27,63,7.85,broken clouds
349,Maarianhamina,AX,60.0973,19.9348,53.46,76,0,3.44,clear sky
350,Bonavista,CA,48.6499,-53.1147,65.44,66,69,17.72,broken clouds
351,Deputatskiy,RU,69.3,139.9,45.72,66,98,2.48,overcast clouds
352,Gerash,IR,27.6652,54.1371,95.14,23,79,7.61,broken clouds
353,Devils Lake,US,48.1128,-98.8651,93.31,57,0,8.99,clear sky
354,Labuhan,ID,-6.8844,112.2051,76.42,88,100,7.43,overcast clouds
355,Pinawa,CA,50.1489,-95.8811,92.07,39,8,8.12,clear sky
356,Svetlogorsk,BY,52.6333,29.7333,53.08,94,59,6.4,broken clouds
357,Hovd,MN,48.0056,91.6419,65.52,41,15,7.78,few clouds
358,Yeniseysk,RU,58.4497,92.1703,55.54,100,100,2.01,heavy intensity rain
359,Tamasane,BW,-22.4184,27.4013,51.87,86,0,7.83,clear sky
360,Nanortalik,GL,60.1432,-45.2371,43.56,84,100,13.73,overcast clouds
361,Komsomolskiy,UZ,40.4272,71.7189,81.32,39,0,4.61,clear sky
362,Santa Luzia,BR,-19.7697,-43.8514,86.14,35,0,4.61,clear sky
363,Polunochnoye,RU,60.8697,60.4153,61.41,96,96,0.85,overcast clouds
364,Berlevag,NO,70.8578,29.0864,53.6,87,40,9.22,scattered clouds
365,Hamilton,US,39.1834,-84.5333,74.25,94,100,13.8,moderate rain
366,Teknaf,BD,20.8624,92.3058,80.24,89,100,8.86,overcast clouds
367,Ossora,RU,59.2353,163.0719,59.52,85,98,5.68,overcast clouds
368,Puksoozero,RU,62.5903,40.6066,55.6,76,100,1.34,overcast clouds
369,Jablah,SY,35.3614,35.9256,79.09,78,0,9.22,clear sky
370,Tamworth,GB,52.634,-1.6959,81.01,42,100,4.0,overcast clouds
371,Kastamonu,TR,41.5,33.6667,56.32,90,0,4.12,clear sky
372,Konskie,PL,51.1917,20.4061,60.24,61,41,5.41,scattered clouds
373,Coihaique,CL,-45.5752,-72.0662,40.95,75,75,9.22,broken clouds
374,Tarnos,FR,43.5417,-1.4628,91.22,44,0,8.05,clear sky
375,Egvekinot,RU,66.3167,-179.1667,34.74,54,19,24.38,light snow
376,Saint-Joseph,RE,-21.3667,55.6167,68.38,74,51,16.49,broken clouds
377,Phalodi,IN,27.1333,72.3667,90.48,60,99,5.1,light rain
378,Port Hardy,CA,50.6996,-127.4199,55.58,88,75,11.5,broken clouds
379,Yinchuan,CN,38.4681,106.2731,77.09,25,96,1.36,overcast clouds
380,Howard,US,39.2504,-76.933,85.95,78,99,4.85,overcast clouds
381,Shenjiamen,CN,29.9576,122.298,77.5,95,100,7.78,overcast clouds
382,Haines Junction,CA,60.7522,-137.5108,64.35,45,93,9.22,overcast clouds
383,Acapulco,MX,16.8634,-99.8901,87.62,66,75,3.44,broken clouds
384,Salinopolis,BR,-0.6136,-47.3561,81.66,77,66,10.65,broken clouds
385,Kloulklubed,PW,7.0419,134.2556,73.9,72,97,3.56,overcast clouds
386,Beringovskiy,RU,63.05,179.3167,45.75,60,10,29.28,clear sky
387,Gazli,UZ,40.1333,63.45,94.28,11,0,17.87,clear sky
388,Nkayi,CG,-4.1841,13.2884,77.88,60,14,6.67,few clouds
389,Mitsamiouli,KM,-11.3847,43.2844,77.16,68,15,5.93,few clouds
390,Shimoda,JP,34.6667,138.95,75.11,89,80,12.03,broken clouds
391,Batemans Bay,AU,-35.7167,150.1833,51.1,51,0,11.72,clear sky
392,Iqaluit,CA,63.7506,-68.5145,42.53,93,100,5.75,light rain
393,Mezen,RU,65.8522,44.24,58.48,87,100,4.61,overcast clouds
394,Beyla,GN,8.6833,-8.6333,69.51,97,96,3.96,moderate rain
395,Comodoro Rivadavia,AR,-45.8667,-67.5,48.06,49,0,24.16,clear sky
396,Tautira,PF,-17.7333,-149.15,75.56,70,42,13.47,scattered clouds
397,Tigil,RU,57.8,158.6667,60.82,78,18,16.28,few clouds
398,Sao Sebastiao,BR,-23.76,-45.4097,69.06,94,100,7.99,overcast clouds
399,Ca Mau,VN,9.1769,105.15,77.31,90,65,3.96,broken clouds
400,Tatawin,TN,32.9297,10.4518,77.23,60,0,12.75,clear sky
401,Buin,CL,-33.7333,-70.75,55.87,51,100,1.63,overcast clouds
402,Morehead,US,37.2711,-87.1764,79.99,94,40,4.61,light rain
403,Tefe,BR,-3.3542,-64.7114,93.31,55,20,10.36,few clouds
404,Wajir,KE,1.7471,40.0573,76.66,53,26,21.3,scattered clouds
405,Torbay,CA,47.6666,-52.7314,78.89,70,100,13.8,overcast clouds
406,Novikovo,RU,51.1537,37.8879,61.52,73,100,4.29,overcast clouds
407,Balvi,LV,57.1313,27.2658,52.0,92,100,5.7,overcast clouds
408,Xuddur,SO,4.1213,43.8894,73.71,66,29,22.15,scattered clouds
409,Manono,CD,-7.3,27.4167,77.52,35,52,6.15,broken clouds
410,Sitka,US,57.0531,-135.33,55.29,88,100,6.91,moderate rain
411,Iquitos,PE,-3.7481,-73.2472,80.64,89,75,3.44,broken clouds
412,Hithadhoo,MV,-0.6,73.0833,76.77,83,100,20.09,overcast clouds
413,Provideniya,RU,64.3833,-173.3,52.56,90,98,9.84,overcast clouds
414,Celestun,MX,20.8667,-90.4,84.09,68,49,13.13,scattered clouds
415,Oktyabrskiy,RU,54.4815,53.471,66.2,86,100,2.04,overcast clouds
416,Kamaishi,JP,39.2667,141.8833,70.32,92,49,3.49,light rain
417,Kyra,RU,49.5776,111.9753,51.35,68,0,4.72,clear sky
418,Diamantino,BR,-14.4086,-56.4461,90.39,31,2,7.85,clear sky
419,Vangaindrano,MG,-23.35,47.6,65.71,89,99,6.87,moderate rain
420,Savannah Bight,HN,16.45,-85.85,83.12,75,43,17.72,scattered clouds
421,Morant Bay,JM,17.8815,-76.4093,92.71,66,44,14.12,scattered clouds
422,Ugoofaaru,MV,5.6667,73.0,79.41,80,100,23.53,overcast clouds
423,Broome,US,42.2506,-75.833,89.02,50,40,5.75,scattered clouds
424,Roma,US,43.2128,-75.4557,89.73,43,0,1.99,clear sky
425,Yar-Sale,RU,66.8333,70.8333,55.81,67,75,5.1,broken clouds
426,Moyale,KE,3.5167,39.0584,68.9,61,100,17.4,overcast clouds
427,Chotila,IN,22.4167,71.1833,78.26,86,98,12.12,overcast clouds
428,Charleston,US,32.7766,-79.9309,86.23,83,100,17.27,overcast clouds
429,Ancud,CL,-41.8697,-73.8203,42.22,77,96,16.49,light rain
430,Aksu,CN,41.1231,80.2644,77.77,27,0,9.89,clear sky
431,Cururupu,BR,-1.8283,-44.8683,83.14,68,33,4.68,scattered clouds
432,Huarmey,PE,-10.0681,-78.1522,67.73,70,1,12.93,clear sky
433,Novorozhdestvenskaya,RU,45.8619,39.9542,74.88,38,49,7.36,scattered clouds
434,Cognac,FR,45.5,-0.25,86.04,32,95,10.36,overcast clouds
435,Xam Nua,LA,20.4197,104.0439,70.0,92,100,3.4,overcast clouds
436,Chokurdakh,RU,70.6333,147.9167,42.67,65,10,11.9,clear sky
437,Muzhi,RU,65.3667,64.6667,58.57,67,18,2.46,few clouds
438,Kangaatsiaq,GL,68.3065,-53.4641,41.14,90,88,11.61,overcast clouds
439,Oistins,BB,13.0667,-59.5333,86.09,62,20,23.02,few clouds
440,Ewa Beach,US,21.3156,-158.0072,82.44,66,75,14.97,broken clouds
441,Kirkland Lake,CA,48.1446,-80.0377,82.69,42,46,6.13,scattered clouds
442,Calama,CL,-22.4667,-68.9333,70.29,5,0,16.11,clear sky
443,Garowe,SO,8.4054,48.4845,83.53,37,0,28.95,clear sky
444,Zimmi,SL,7.3153,-11.3061,73.27,97,100,3.67,light rain
445,Devin,BG,41.7433,24.4,61.18,63,0,3.33,clear sky
446,Necochea,AR,-38.5473,-58.7368,54.88,43,12,21.39,few clouds
447,Ostrovnoy,RU,68.0531,39.5131,57.04,76,48,9.8,scattered clouds
448,Kapoeta,SS,4.7717,33.5903,80.1,52,70,7.7,broken clouds
449,Kuminskiy,RU,58.6667,66.5667,57.97,69,22,1.83,few clouds
450,Kaabong,UG,3.4836,34.1492,66.49,69,69,9.13,broken clouds
451,Yaring,TH,6.8662,101.3689,78.64,86,27,3.58,scattered clouds
452,Darnah,LY,32.767,22.6367,78.87,78,0,14.92,clear sky
453,Tezonapa,MX,18.6092,-96.6917,87.28,54,22,4.72,few clouds
454,Vila Franca Do Campo,PT,37.7167,-25.4333,70.21,78,39,7.11,scattered clouds
455,Chara,RU,56.9064,118.2631,61.32,94,100,2.86,light rain
456,Thinadhoo,MV,0.5333,72.9333,79.16,80,100,20.74,light rain
457,Mizan Teferi,ET,6.9833,35.5833,60.82,97,100,2.73,light rain
458,Cairns,AU,-16.9167,145.7667,67.95,84,100,8.05,overcast clouds
459,Coos Bay,US,43.3665,-124.2179,77.31,74,0,20.71,clear sky
460,Toamasina,MG,-18.1667,49.3833,64.4,94,75,6.91,broken clouds
461,Whittlesea,ZA,-32.1759,26.8244,51.91,38,0,6.51,clear sky
462,Miri,MY,4.4148,114.0089,77.14,100,20,2.3,few clouds
463,Tiarei,PF,-17.5333,-149.3333,78.82,70,38,14.92,scattered clouds
464,Ilulissat,GL,69.2167,-51.1,51.82,58,20,9.22,few clouds
465,Cockburn Town,TC,21.4612,-71.1419,85.96,66,40,18.41,scattered clouds
466,Palauig,PH,15.435,119.9045,79.5,79,53,4.0,broken clouds
467,Portland,US,45.5234,-122.6762,76.41,46,75,9.22,broken clouds
468,Pangnirtung,CA,66.1451,-65.7125,46.4,76,40,13.8,scattered clouds
469,Ixtapa,MX,20.7,-105.2,86.23,66,75,5.01,broken clouds
470,Charters Towers,AU,-20.1,146.2667,56.77,87,1,5.61,clear sky
471,Dragotesti,RO,44.8,23.1667,60.6,37,1,6.44,clear sky
472,Lata,PT,40.1629,-8.3327,68.11,75,7,4.5,clear sky
473,Bethel,US,41.3712,-73.414,84.78,61,0,6.91,clear sky
474,Lorengau,PG,-2.0226,147.2712,81.63,78,89,8.93,moderate rain
475,Pachino,IT,36.7186,15.0907,80.98,63,0,3.2,clear sky
476,Amahai,ID,-3.3333,128.9167,76.06,91,96,5.86,overcast clouds
477,Marawi,PH,7.9986,124.2928,68.9,95,99,3.38,overcast clouds
478,Bagdarin,RU,54.4333,113.6,52.57,96,96,2.06,overcast clouds
479,Ohara,JP,35.25,140.3833,76.69,91,97,12.24,overcast clouds
480,Palu,ID,-0.8917,119.8707,74.57,96,100,4.54,moderate rain
481,Mola Di Bari,IT,41.0609,17.0873,85.59,71,55,8.19,broken clouds
482,Obera,AR,-27.4871,-55.1199,57.22,56,0,2.66,clear sky
483,Luba,GQ,3.4568,8.5547,76.89,87,100,5.06,light rain
484,Nagato,JP,34.3833,131.2,76.87,78,100,5.59,overcast clouds
485,Candido De Abreu,BR,-24.5669,-51.3333,65.93,65,100,1.19,light rain
486,Mogadishu,SO,2.0371,45.3438,76.26,81,34,17.78,scattered clouds
487,Jambi,ID,-1.6,103.6167,74.57,91,84,2.57,broken clouds
488,Aykhal,RU,66.0,111.5,48.72,97,100,4.23,overcast clouds
489,Kodar,IN,16.9833,79.9667,77.43,89,100,8.37,overcast clouds
490,College,US,64.8569,-147.8028,63.07,65,100,1.01,overcast clouds
491,Aasiaat,GL,68.7098,-52.8699,39.97,86,52,6.46,broken clouds
492,Altamira,BR,-3.2033,-52.2064,91.83,49,76,1.72,broken clouds
493,Mariental,NA,-24.6333,17.9667,58.03,28,7,12.84,clear sky
494,Togul,RU,53.465,85.9128,52.74,86,63,3.42,broken clouds
495,Pandan,PH,14.0453,124.1694,79.9,85,100,4.68,overcast clouds
496,Khasan,RU,42.4308,130.6434,63.16,98,100,8.1,overcast clouds
497,Sassari,IT,40.7272,8.5603,78.58,65,0,2.06,clear sky
498,North Bend,US,43.4065,-124.2243,77.23,74,0,20.71,clear sky
499,Altamont,US,42.2068,-121.7372,89.78,24,0,3.0,clear sky
500,La Concordia,NI,13.1953,-86.1667,83.71,68,51,10.71,broken clouds
501,Grado,ES,43.388,-6.0743,75.49,83,0,12.66,clear sky
502,Catumbela,AO,-12.4314,13.5472,67.44,88,27,3.56,scattered clouds
503,Vilhena,BR,-12.7406,-60.1458,86.22,51,20,9.22,few clouds
504,Kungurtug,RU,50.5994,97.5228,50.16,67,69,1.57,broken clouds
505,Colchester,GB,51.8892,0.9042,76.12,69,89,8.41,overcast clouds
506,Tateyama,JP,34.9833,139.8667,75.09,89,97,14.18,overcast clouds
507,Xichang,CN,27.8964,102.2634,69.39,94,100,1.23,moderate rain
508,Opuwo,NA,-18.0607,13.84,62.04,34,0,7.96,clear sky
509,Naze,JP,28.3667,129.4833,79.72,85,100,17.38,light rain
510,Pogranichnyy,RU,44.4064,131.3769,61.75,99,100,3.09,overcast clouds
511,Mattru,SL,7.6244,-11.8332,73.58,97,99,4.12,light rain
512,Fort Abbas,PK,29.1925,72.8536,86.95,70,7,8.03,heavy intensity rain
513,Ilinskiy,RU,55.619,38.1182,58.71,82,40,8.99,light intensity shower rain
514,Bathsheba,BB,13.2167,-59.5167,86.61,80,20,23.02,few clouds
515,Bandipur,NP,27.9333,84.4167,70.34,90,84,0.89,broken clouds
516,Kondinskoye,RU,59.6481,67.41,59.31,66,44,1.63,scattered clouds
517,Sumbe,AO,-11.2061,13.8437,68.02,93,12,6.76,few clouds
518,Douentza,ML,14.9951,-2.9517,89.62,45,94,11.18,overcast clouds
519,Varberg,SE,57.1056,12.2508,64.24,87,100,16.84,overcast clouds
520,De-Kastri,RU,51.4667,140.7833,55.6,94,100,1.81,overcast clouds
521,Tarauaca,BR,-8.1614,-70.7656,84.56,68,84,1.59,broken clouds
522,Bandarbeyla,SO,9.4942,50.8122,76.44,81,10,37.38,clear sky
523,Lircay,PE,-12.9896,-74.7205,58.41,45,59,10.07,broken clouds
524,Divnomorskoye,RU,44.5011,38.1353,75.72,65,96,7.27,overcast clouds
525,Angra Dos Reis,BR,-23.0067,-44.3181,71.6,92,99,6.33,overcast clouds
526,Ostersund,SE,63.1792,14.6357,54.05,94,75,10.0,light intensity drizzle
527,Bintulu,MY,3.1667,113.0333,77.41,88,40,3.44,scattered clouds
528,Berdigestyakh,RU,62.0989,126.6992,68.94,88,88,2.75,overcast clouds
529,Pierre,US,44.3683,-100.351,92.32,49,0,10.36,clear sky
530,Dongsheng,CN,39.8161,109.9776,67.19,39,78,4.38,broken clouds
531,San Fernando,PH,15.0286,120.6898,76.73,94,88,3.04,overcast clouds
532,Roswell,US,34.0232,-84.3616,92.79,60,75,4.61,light rain
533,Bereda,ES,43.2686,-7.5406,72.77,70,84,1.43,light rain
534,Kinsale,IE,51.7075,-8.5306,67.37,77,0,10.36,clear sky
535,Mount Gambier,AU,-37.8333,140.7667,46.74,80,100,8.23,light rain
536,Bowen,AU,-20.0167,148.2333,61.11,87,0,7.92,clear sky
537,Humaita,BR,-7.5061,-63.0208,92.14,43,95,1.92,overcast clouds
538,Sterling,US,39.0062,-77.4286,86.9,77,100,7.0,overcast clouds
539,Glace Bay,CA,46.1969,-59.957,80.78,48,75,16.11,broken clouds
540,Hvide Sande,DK,56.0045,8.1294,62.1,91,100,12.53,overcast clouds
541,Port Hedland,AU,-20.3167,118.5667,53.65,66,4,3.44,clear sky
542,Pecos,US,31.4229,-103.4932,98.69,22,0,10.36,clear sky
543,Ukiah,US,39.1502,-123.2078,101.44,35,0,4.61,clear sky
544,Pevek,RU,69.7008,170.3133,31.23,94,100,30.98,light snow
545,Zaysan,KZ,47.4667,84.8667,71.02,33,62,6.71,broken clouds
546,Sekoma,BW,-24.4,23.8833,55.04,51,0,8.32,clear sky
547,Vilshofen,DE,48.6333,13.1833,65.34,67,9,3.15,clear sky
548,Kismayo,SO,-0.3582,42.5454,75.83,81,6,18.95,light rain
549,Omboue,GA,-1.5746,9.2618,72.7,82,10,7.45,clear sky
550,Sinnamary,GF,5.3833,-52.95,80.78,77,71,4.05,broken clouds
551,Taylorville,US,39.5489,-89.2945,76.89,88,100,0.0,overcast clouds
552,Waipawa,NZ,-41.4122,175.5153,51.3,73,100,20.36,overcast clouds
553,Tukrah,LY,32.5341,20.5791,79.36,83,0,16.04,clear sky
554,Cedar City,US,37.6775,-113.0619,92.39,21,0,12.66,clear sky
555,Laizhou,CN,37.1717,119.9214,71.64,87,61,2.17,broken clouds
556,Nagram,IN,26.6167,81.1333,89.65,47,85,12.37,overcast clouds
557,Celica,EC,-4.1167,-79.95,69.85,59,57,5.88,light rain
558,Katobu,ID,-4.9408,122.5276,73.36,90,100,4.21,overcast clouds
559,Lodja,CD,-3.4833,23.4333,75.78,47,34,2.24,scattered clouds
560,Simpang,ID,-1.2667,104.0833,75.72,95,85,2.91,overcast clouds
561,El Alto,PE,-4.2714,-81.2147,69.46,72,12,16.71,few clouds
562,Winslow,US,35.0242,-110.6974,96.98,20,0,9.22,clear sky
563,Vila Velha,BR,-20.3297,-40.2925,80.55,79,20,14.97,few clouds
564,Saint-Lo,FR,49.1162,-1.0903,81.03,39,60,5.73,broken clouds
565,Orocue,CO,4.7912,-71.3354,82.44,78,93,4.12,overcast clouds
566,Ulaanbaatar,MN,47.9077,106.8832,48.33,81,0,2.24,clear sky
567,Srikakulam,IN,18.3,83.9,78.24,92,100,6.58,overcast clouds
568,Port Hawkesbury,CA,45.6169,-61.3485,80.91,45,20,10.36,few clouds
569,Georgetown,MY,5.4112,100.3354,84.13,91,20,2.3,few clouds
570,Shelburne,CA,44.0787,-80.2041,82.11,52,100,8.68,overcast clouds
571,Qostanay,KZ,53.1667,63.5833,66.49,88,0,6.71,clear sky
572,Rodos,GR,36.4408,28.2225,89.26,40,0,3.44,clear sky
573,Mikumi,TZ,-7.4041,36.9831,65.19,62,44,4.03,scattered clouds
574,Kampene,CD,-3.6,26.6667,72.66,65,67,0.78,broken clouds
575,Bogorodskoye,RU,56.55,37.8833,57.33,79,88,2.98,overcast clouds
576,Moba,CN,33.2288,105.0179,61.97,57,100,4.81,overcast clouds
577,Podgorica,ME,42.4411,19.2636,82.18,47,0,2.3,clear sky
578,San Policarpo,PH,12.1791,125.5072,79.75,85,100,9.06,overcast clouds
579,Nago,JP,26.5881,127.9761,83.25,89,100,17.92,overcast clouds
580,Peniche,PT,39.3558,-9.3811,72.09,85,0,5.08,clear sky
581,Rypefjord,NO,70.6333,23.6667,48.67,100,75,5.75,broken clouds
582,Horsham,GB,51.064,-0.3272,79.74,36,0,3.44,clear sky
583,Leh,IN,34.1667,77.5833,64.08,48,70,2.98,broken clouds
584,Santarem,BR,-2.4431,-54.7083,87.93,79,20,10.36,few clouds
585,Borogontsy,RU,62.6683,131.1683,69.35,86,80,4.81,broken clouds
586,Sao Joao Da Barra,BR,-21.6403,-41.0511,80.69,84,100,18.97,overcast clouds
587,Sur,OM,22.5667,59.5289,86.13,68,100,8.32,light rain
588,Plaridel,PH,14.8872,120.8572,78.78,91,83,4.56,broken clouds
589,Ignacio Zaragoza,MX,28.3833,-107.2167,78.55,34,97,13.94,overcast clouds
590,Hay River,CA,60.8156,-115.7999,78.78,41,100,9.22,overcast clouds
591,Solone,UA,48.2081,34.8721,60.37,73,0,8.05,clear sky
592,Nejdek,CZ,50.3224,12.7294,68.45,30,0,5.75,clear sky
593,Along,IN,28.1667,94.7667,75.13,98,99,1.1,overcast clouds
594,Jiancheng,CN,30.391,104.5491,73.13,88,100,6.89,overcast clouds
595,Kijang,KR,35.2442,129.2139,80.33,79,100,7.38,light rain
596,Zhangye,CN,38.9342,100.4517,73.18,34,100,4.76,overcast clouds
597,Aksarka,RU,66.5606,67.7975,58.93,60,100,5.53,overcast clouds
598,Kaeo,NZ,-35.1,173.7833,49.32,95,100,6.15,overcast clouds
599,Lahaina,US,20.8783,-156.6825,83.95,78,48,8.97,scattered clouds
600,Mapiripan,CO,2.8892,-72.1256,82.85,79,68,2.24,moderate rain
601,Bitung,ID,1.4451,125.1824,76.05,88,100,4.36,moderate rain
602,Luena,AO,-11.7833,19.9167,55.96,49,3,3.96,clear sky
603,Ust-Maya,RU,60.4167,134.5333,68.36,75,4,2.55,clear sky
604,Wagga Wagga,AU,-35.1167,147.3667,43.84,93,75,10.36,broken clouds
605,Yulara,AU,-25.2406,130.9889,48.07,45,61,9.31,broken clouds
606,Lubango,AO,-14.9172,13.4925,58.01,36,1,2.46,clear sky
607,Tshikapa,CD,-6.4167,20.8,84.16,25,100,2.84,overcast clouds
608,Manadhoo,MV,5.7667,73.3833,79.74,82,100,23.58,overcast clouds
609,Dauriya,RU,49.9333,116.8667,60.67,88,100,5.5,overcast clouds
610,Suntar,RU,62.1444,117.6319,55.56,95,100,3.56,overcast clouds
611,Den Helder,NL,52.9599,4.7593,71.58,60,83,3.44,broken clouds
612,Mae Ramat,TH,16.984,98.5166,78.8,99,78,1.21,broken clouds
613,Linqing,CN,36.8456,115.7117,76.21,80,38,4.68,scattered clouds
614,Saint-Francois,FR,46.4154,3.9054,76.44,53,0,2.3,clear sky
615,Afzalgarh,IN,29.4,78.6833,88.74,52,4,4.12,clear sky
616,Sommerda,DE,51.15,11.1,67.87,40,96,4.83,overcast clouds
617,Abu Samrah,SY,35.3029,37.1841,79.41,50,0,11.74,clear sky
618,Hauterive,FR,46.0901,3.4459,79.56,42,76,4.18,broken clouds
619,Takapau,NZ,-40.0333,176.35,47.73,82,100,4.59,overcast clouds
620,Porto Novo,BJ,6.4965,2.6036,75.74,85,42,7.61,scattered clouds
621,Dudinka,RU,69.4058,86.1778,54.63,68,0,9.15,clear sky
622,Port Keats,AU,-14.25,129.55,62.13,48,23,5.75,few clouds
623,Harper,LR,4.375,-7.7169,75.25,81,99,11.54,overcast clouds
624,Husavik,IS,66.0449,-17.3389,46.54,93,100,9.19,overcast clouds
625,Port Shepstone,ZA,-30.7414,30.455,64.71,77,0,14.34,clear sky
626,Muborak,UZ,39.2553,65.1528,88.65,13,0,13.22,clear sky
627,Gainesville,US,29.6516,-82.3248,92.07,55,20,3.44,few clouds
628,Jining,CN,35.405,116.5814,74.12,93,20,3.47,few clouds
629,Marsa Matruh,EG,31.3525,27.2453,79.0,73,0,9.22,clear sky
630,Sharan,RU,54.8167,54.0,65.21,88,100,4.07,light rain
631,Praia Da Vitoria,PT,38.7333,-27.0667,77.25,69,75,11.39,broken clouds
632,Ivanovka,KG,42.8878,75.085,74.95,20,0,2.86,clear sky
633,Tachov,CZ,49.7953,12.6337,70.0,51,44,4.59,scattered clouds
634,Riverton,US,40.5219,-111.9391,103.24,21,0,9.22,clear sky
635,Lompoc,US,34.6391,-120.4579,80.85,68,0,14.97,clear sky
636,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,75.67,79,86,10.71,overcast clouds
637,Lamu,KE,-2.2717,40.902,75.42,80,7,16.98,clear sky
638,Ambanja,MG,-13.6833,48.45,70.84,85,100,2.93,overcast clouds
639,Aktas,KZ,49.7789,72.9608,60.55,58,2,9.33,clear sky
640,Carutapera,BR,-1.195,-46.02,81.39,74,66,8.55,broken clouds
641,Marystown,CA,47.1666,-55.1483,67.26,71,100,12.17,overcast clouds
642,Si Sa Ket,TH,14.8333,104.3333,81.86,89,100,6.85,overcast clouds
643,Diffa,NE,13.3154,12.6113,76.08,76,52,14.72,broken clouds
644,Biograd Na Moru,HR,43.9433,15.4519,83.1,43,0,12.06,clear sky
645,Negombo,LK,7.2083,79.8358,82.45,83,75,6.91,heavy intensity rain
646,Rocha,UY,-34.4833,-54.3333,49.57,64,0,9.73,clear sky
647,Visby,SE,57.6409,18.296,64.62,77,75,6.91,broken clouds
648,Safford,US,32.834,-109.7076,105.12,23,0,3.89,clear sky
649,Cap Malheureux,MU,-19.9842,57.6142,70.47,60,31,8.01,scattered clouds
650,Ramhormoz,IR,31.28,49.6035,101.37,9,0,5.08,clear sky
651,Bar-Le-Duc,FR,48.75,5.1667,77.38,22,34,8.3,scattered clouds
652,Reforma,MX,18.1,-91.0167,92.28,46,85,5.75,overcast clouds
653,The Valley,AI,18.217,-63.0578,87.66,66,20,18.41,few clouds
654,Sharjah,AE,25.3573,55.4033,98.58,44,100,5.75,overcast clouds
655,Pontes E Lacerda,BR,-15.2261,-59.3353,85.41,38,5,5.68,clear sky
656,Ibia,BR,-19.4783,-46.5389,85.46,34,43,8.1,scattered clouds
657,Bayangol,RU,50.6977,103.4656,49.12,93,15,1.79,few clouds
658,Keffi,NG,8.8486,7.8736,72.91,92,100,0.38,light rain
659,Vardo,NO,70.3705,31.1107,53.58,94,0,6.91,clear sky
660,Caucaia,BR,-3.7361,-38.6531,84.15,76,20,14.97,few clouds
661,Dukat,RU,62.55,155.55,48.79,90,100,5.17,moderate rain
662,Alikalia,SL,9.1667,-11.4,71.56,99,99,4.29,light rain
663,Vestmanna,FO,62.1564,-7.1664,49.12,93,100,9.22,drizzle
664,Mana,GF,5.6592,-53.7767,79.75,81,99,5.26,overcast clouds
665,Big Spring,US,32.2504,-101.4787,98.24,27,0,4.0,clear sky
666,Cascais,PT,38.6979,-9.4215,75.06,66,20,14.0,few clouds
667,Dabat,ET,12.9842,37.765,52.56,93,100,5.59,light rain
668,Sioux Lookout,CA,50.1001,-91.917,84.27,51,75,11.5,broken clouds
669,Umm Lajj,SA,25.0213,37.2685,86.02,53,86,6.8,overcast clouds
670,Kamenka,RU,51.3223,42.7678,65.66,87,60,4.88,light rain
671,Bizhbulyak,RU,53.6967,54.2642,64.67,84,97,2.55,overcast clouds
672,Abeche,TD,13.8292,20.8324,75.18,81,100,8.25,moderate rain
673,Harmanli,BG,41.9333,25.9,75.2,31,7,6.55,clear sky
674,Evensk,RU,61.95,159.2333,54.95,95,100,2.04,light rain
675,Beaverlodge,CA,55.2166,-119.4361,72.75,38,0,3.02,clear sky
676,Tual,ID,-5.6667,132.75,78.73,77,58,19.75,broken clouds
677,Batticaloa,LK,7.7102,81.6924,81.66,79,100,5.06,overcast clouds
678,Udachnyy,RU,66.4167,112.4,50.45,100,100,3.44,overcast clouds
679,Thyolo,MW,-16.0678,35.1405,57.63,83,97,3.51,overcast clouds
680,Petoa,HN,15.2667,-88.2833,88.77,60,78,4.85,broken clouds
681,Anupgarh,IN,29.1911,73.2086,87.24,69,8,8.72,heavy intensity rain
682,Olinda,BR,-8.0089,-34.8553,78.53,73,75,14.97,broken clouds
683,Oranjemund,NA,-28.55,16.4333,59.79,70,1,6.4,clear sky
684,Phek,IN,25.6667,94.5,61.9,100,95,1.68,light rain
685,Samarai,PG,-10.6167,150.6667,79.38,81,27,5.19,scattered clouds
686,Banepa,NP,27.6298,85.5214,73.72,83,75,4.61,broken clouds
687,Basco,PH,20.4487,121.9702,84.83,79,100,13.53,overcast clouds
688,Santa Cruz,BO,-17.8,-63.1667,59.05,72,75,9.22,broken clouds
689,Burns Lake,CA,54.2331,-125.7533,62.02,36,100,6.35,overcast clouds
690,Nantucket,US,41.2835,-70.0995,82.54,82,0,11.5,clear sky
691,Almaznyy,RU,48.0448,40.045,69.94,45,13,8.05,few clouds
692,Kachiry,KZ,53.0675,76.1036,59.95,69,76,7.45,broken clouds
693,Oriximina,BR,-1.7656,-55.8661,89.67,50,23,5.59,few clouds
694,Gwanda,ZW,-20.9333,29.0,53.28,85,29,4.97,scattered clouds
695,Mantua,IT,45.1667,10.7833,87.04,67,0,1.99,clear sky
696,Krasnoyarka,RU,55.3333,73.1167,57.15,79,46,7.14,scattered clouds
697,Mangrol,IN,21.1167,70.1167,80.69,84,100,18.52,overcast clouds
698,Balilesti,RO,45.0667,24.9333,58.12,43,1,6.62,clear sky
699,Sarangani,PH,5.4033,125.4636,81.3,78,100,12.21,overcast clouds
